datetime,year,month,date,expiry_date,time,strike_price,open,high,low,close
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,15850,23,23,10.15,10.15
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,15850,11.6,12.8,11.45,12.8
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,15850,11.55,16.95,11.55,16.95
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,15850,9.65,9.75,9.65,9.75
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,15850,8.2,8.2,8.2,8.2
2022-01-18 9:15:00,2022,1,18,27-Jan-22,9:15:00,15850,2.95,2.95,2.95,2.95
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,15850,2.85,3.2,2.15,2.6
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,15850,1.45,1.45,1.15,1.2
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,15850,4.6,14.65,4.55,7.15
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,15850,1.4,1.4,0.1,0.65
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,15900,25,25,17.45,19.25
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,15900,14,14.35,12.7,13.25
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,15900,12.8,13,12,12.85
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,15900,15.15,20.1,15.15,18
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,15900,13.45,13.45,10.55,10.65
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,15900,9.95,9.95,7.25,8.15
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,15900,5.7,7.5,5.7,7.5
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,15900,5.2,6,4.8,5.85
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,15900,4.55,5.8,4.55,5
2022-01-14 9:15:00,2022,1,14,27-Jan-22,9:15:00,15900,4.3,4.35,4.05,4.05
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,15900,3.45,3.45,2.9,2.9
2022-01-18 9:15:00,2022,1,18,27-Jan-22,9:15:00,15900,2.5,2.5,2.15,2.15
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,15900,3.45,3.45,2.15,2.55
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,15900,1.4,1.55,1.4,1.55
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,15900,1.7,3.3,1.7,2.75
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,15900,1.7,1.9,1.4,1.5
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,15900,7.3,16.25,6.7,8.05
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,15900,0.8,1.7,0.5,0.65
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,15950,26.55,26.55,19.75,20.85
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,15950,12.2,14.7,12.2,14.7
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,15950,14.5,14.5,14.5,14.5
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,15950,19.45,19.7,18.15,18.15
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,15950,16,16,11.35,11.5
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,15950,8.5,10.2,8.5,9.75
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,15950,3.65,3.65,3.65,3.65
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,15950,6,6,6,6
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,15950,3.2,3.2,3.2,3.2
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,15950,2.2,2.2,2.2,2.2
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,15950,2.75,3.45,2.75,3
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,15950,1.95,1.95,1.5,1.65
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,15950,8.45,18,8.1,8.8
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,15950,1.75,2,0.1,0.65
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16000,27.55,54.4,21.75,22.05
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16000,12.25,17.45,12.25,15.2
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16000,15.45,15.45,13.3,13.6
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16000,24.95,24.95,18.45,20.2
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16000,16.7,16.7,12.15,12.45
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16000,10.05,10.8,9,9.65
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,16000,8,8.45,6.75,8.2
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,16000,6.3,8.1,5.7,6.6
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,16000,5.3,6.25,5.3,5.7
2022-01-14 9:15:00,2022,1,14,27-Jan-22,9:15:00,16000,5.95,6,5,5.15
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,16000,4.35,4.35,3.1,3.15
2022-01-18 9:15:00,2022,1,18,27-Jan-22,9:15:00,16000,2.7,2.75,2.4,2.65
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,16000,2.9,3.1,2.35,3.1
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,16000,2.2,2.4,1.7,1.8
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,16000,2.4,3.75,2.4,3
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,16000,1.85,2.2,1.5,1.75
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,16000,7,20.5,7,10
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,16000,1,1.55,0.65,0.65
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16050,26.2,26.2,24,24
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16050,16.55,16.55,16,16.5
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16050,16.6,16.6,8.9,15.5
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16050,23.15,23.15,21.7,22.3
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16050,13.75,14.35,12.55,12.55
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16050,9.15,10.95,9.15,10.95
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,16050,7.65,12.85,7.05,7.05
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,16050,3.4,3.4,3.4,3.4
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,16050,2.35,3.15,2.35,3.15
2022-01-18 9:15:00,2022,1,18,27-Jan-22,9:15:00,16050,2.25,2.7,2.25,2.5
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,16050,4.7,4.7,2.6,2.6
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,16050,1.55,1.6,1.55,1.6
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,16050,2.65,3.95,1.6,3.2
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,16050,2,2.45,1.6,1.85
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,16050,24.95,24.95,7.25,11.1
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,16050,1.6,1.8,0.7,0.75
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16100,29.75,29.75,25.25,25.35
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16100,14.95,19.15,14.95,17.4
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16100,14.9,29.25,14.9,15.9
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16100,24.15,24.8,21.65,23.1
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16100,15.55,15.55,13.9,14
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16100,10.5,12.25,10.4,10.9
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,16100,10,10,8.15,9.85
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,16100,7,9.75,6.45,8.75
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,16100,8,8,6,6.35
2022-01-14 9:15:00,2022,1,14,27-Jan-22,9:15:00,16100,6.15,6.3,5.3,5.3
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,16100,3.4,3.95,3.4,3.65
2022-01-18 9:15:00,2022,1,18,27-Jan-22,9:15:00,16100,3,3,2.7,2.7
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,16100,3.95,3.95,2.4,3.2
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,16100,2.05,2.6,1.9,2.15
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,16100,2.5,4.05,2.4,3.25
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,16100,1.5,2.45,1.5,1.95
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,16100,6.8,25.9,6.8,12.15
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,16100,1.55,2.05,0.7,0.75
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16150,29.85,30.5,26.85,26.85
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16150,18,19,18,19
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16150,17.65,17.65,17.65,17.65
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16150,22,26.15,22,26.15
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16150,9.7,15.8,9.7,14.8
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16150,11.45,12.85,11.1,11.55
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,16150,9.3,9.3,9.3,9.3
2022-01-14 9:15:00,2022,1,14,27-Jan-22,9:15:00,16150,4.8,4.8,4.8,4.8
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,16150,4.5,4.5,4.5,4.5
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,16150,5.8,5.8,3.4,3.4
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,16150,2.95,4.35,2.95,3.55
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,16150,2.5,2.65,1,2.15
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,16150,11,29.35,11,13.65
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,16150,3.95,3.95,0.75,0.8
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16200,30.85,35,29,29.3
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16200,22.6,22.6,17.9,19.65
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16200,24.05,24.05,17.7,17.95
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16200,22.25,29.7,22.25,25.7
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16200,20.7,20.7,15.7,15.9
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16200,15.6,15.6,12,12.4
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,16200,11.45,11.45,8.9,10.6
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,16200,8,8.45,7.1,7.8
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,16200,6.85,7.1,5.2,6.55
2022-01-14 9:15:00,2022,1,14,27-Jan-22,9:15:00,16200,4.55,6.55,4.55,5.4
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,16200,5,5,3.5,3.6
2022-01-18 9:15:00,2022,1,18,27-Jan-22,9:15:00,16200,3.15,3.35,2.95,2.95
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,16200,4.05,4.05,3,3.9
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,16200,2.5,2.5,2.1,2.15
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,16200,2.8,4.6,2.8,3.75
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,16200,2.45,2.75,1.8,2.35
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,16200,12.35,33.25,12.35,15.3
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,16200,3,3.5,0.8,0.9
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16250,34.55,34.65,31.35,31.55
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16250,19.95,23.35,19.95,20.8
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16250,12.5,19.95,12.5,19.35
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16250,28.25,28.75,25.65,26.4
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16250,18.7,18.7,17,17.3
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16250,13.25,13.75,12.85,12.95
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,16250,10.6,11.5,9.3,11.25
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,16250,7.55,8,7.55,8
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,16250,4.3,6,4.3,6
2022-01-14 9:15:00,2022,1,14,27-Jan-22,9:15:00,16250,6.5,6.5,5.05,5.05
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,16250,3.1,3.2,2.5,3.2
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,16250,2.75,2.75,2,2
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,16250,3.65,5.15,3.55,3.8
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,16250,2.7,3,1.7,2.4
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,16250,42.1,42.1,16.2,17.15
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,16250,2.45,4.75,0.9,1.05
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16300,30.25,42.85,30.25,33.85
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16300,21.85,25.35,21.5,22.7
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16300,16.8,21.8,16.8,20.45
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16300,25.75,32.6,25.75,27.8
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16300,22.8,23.45,18,18.5
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16300,19.9,19.9,13.5,13.85
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,16300,11.8,11.95,9.8,11.35
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,16300,8.4,8.75,7.35,8.35
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,16300,7.35,7.8,6.55,6.9
2022-01-14 9:15:00,2022,1,14,27-Jan-22,9:15:00,16300,6.85,7.05,5.15,6.4
2022-01-17 9:15:00,2022,1,17,27-Jan-22,9:15:00,16300,4.65,4.7,3.85,3.85
2022-01-18 9:15:00,2022,1,18,27-Jan-22,9:15:00,16300,3.35,3.5,2.9,3.4
2022-01-19 9:15:00,2022,1,19,27-Jan-22,9:15:00,16300,4.2,4.75,2.6,4.5
2022-01-20 9:15:00,2022,1,20,27-Jan-22,9:15:00,16300,3.15,4.4,2,2.15
2022-01-21 9:15:00,2022,1,21,27-Jan-22,9:15:00,16300,4.25,5.6,2.8,4.35
2022-01-24 9:15:00,2022,1,24,27-Jan-22,9:15:00,16300,2.05,3.05,2,2.7
2022-01-25 9:15:00,2022,1,25,27-Jan-22,9:15:00,16300,16.45,42.9,15.9,18.85
2022-01-27 9:15:00,2022,1,27,27-Jan-22,9:15:00,16300,2.75,4.85,1,1.3
2022-01-03 9:15:00,2022,1,3,27-Jan-22,9:15:00,16350,41.3,42.4,36.4,36.85
2022-01-04 9:15:00,2022,1,4,27-Jan-22,9:15:00,16350,23.4,27.45,23.4,24.35
2022-01-05 9:15:00,2022,1,5,27-Jan-22,9:15:00,16350,22.1,22.75,21.2,21.55
2022-01-06 9:15:00,2022,1,6,27-Jan-22,9:15:00,16350,35.1,35.1,28.55,29.2
2022-01-07 9:15:00,2022,1,7,27-Jan-22,9:15:00,16350,20.75,20.75,19.9,20.1
2022-01-10 9:15:00,2022,1,10,27-Jan-22,9:15:00,16350,14.85,17,14.85,15
2022-01-11 9:15:00,2022,1,11,27-Jan-22,9:15:00,16350,11.6,12.65,10.3,12.65
2022-01-12 9:15:00,2022,1,12,27-Jan-22,9:15:00,16350,9.1,10.25,7,8.35
2022-01-13 9:15:00,2022,1,13,27-Jan-22,9:15:00,16350,7,7.45,7,7.45
